team,team_code,shirt_no,position,player_name,first_names,last_names,name_on_shirt,dob,club,height_cm,caps,goals,source_status,parser_confidence
Türkiye,TUR,25,DF,Samet Akaydin,Samet,Akaydin,AKAYDIN,"March 13, 1994",Çaykur Rizespor,,19,1,cross_checked,high
Türkiye,TUR,26,FW,Can Uzun,Can,Uzun,UZUN,"November 11, 2005",Eintracht Frankfurt,,6,1,cross_checked,high
United States,USA,1,GK,Matt Turner,Matt,Turner,TURNER,"June 24, 1994",New England Revolution,,54,0,cross_checked,high
United States,USA,2,DF,Sergiño Dest,Sergiño,Dest,DEST,"November 3, 2000",PSV Eindhoven,,39,3,cross_checked,high
United States,USA,3,DF,Chris Richards,Chris,Richards,RICHARDS,"March 28, 2000",Crystal Palace,,36,3,cross_checked,high
United States,USA,4,MF,Tyler Adams,Tyler,Adams,ADAMS,"February 14, 1999",Bournemouth,,54,2,cross_checked,high
United States,USA,5,DF,Antonee Robinson,Antonee,Robinson,ROBINSON,"August 8, 1997",Fulham,,54,5,cross_checked,high
United States,USA,6,DF,Auston Trusty,Auston,Trusty,TRUSTY,"August 12, 1998",Celtic,,8,0,cross_checked,high
United States,USA,7,MF,Giovanni Reyna,Giovanni,Reyna,REYNA,"November 13, 2002",Borussia Mönchengladbach,,38,9,cross_checked,high
United States,USA,8,MF,Weston McKennie,Weston,McKennie,MCKENNIE,"August 28, 1998",Juventus,,66,12,cross_checked,high
United States,USA,9,FW,Ricardo Pepi,Ricardo,Pepi,PEPI,"January 9, 2003",PSV Eindhoven,,37,13,cross_checked,high
United States,USA,10,FW,Christian Pulisic,Christian,Pulisic,PULISIC,"September 18, 1998",Milan,,86,33,cross_checked,high
United States,USA,11,FW,Brenden Aaronson,Brenden,Aaronson,AARONSON,"October 22, 2000",Leeds United,,58,9,cross_checked,high
United States,USA,12,DF,Miles Robinson,Miles,Robinson,ROBINSON,"March 14, 1997",FC Cincinnati,,40,3,cross_checked,high
United States,USA,13,DF,Tim Ream,Tim,Ream,REAM,"October 5, 1987",Charlotte FC,,82,1,cross_checked,high
United States,USA,14,MF,Sebastian Berhalter,Sebastian,Berhalter,BERHALTER,"May 10, 2001",Vancouver Whitecaps FC,,13,1,cross_checked,high
United States,USA,15,MF,Cristian Roldan,Cristian,Roldan,ROLDAN,"June 3, 1995",Seattle Sounders FC,,47,0,cross_checked,high
United States,USA,16,DF,Alex Freeman,Alex,Freeman,FREEMAN,"August 9, 2004",Villarreal,,17,2,cross_checked,high
United States,USA,17,MF,Malik Tillman,Malik,Tillman,TILLMAN,"May 28, 2002",Bayer Leverkusen,,30,3,cross_checked,high
United States,USA,18,DF,Max Arfsten,Max,Arfsten,ARFSTEN,"April 19, 2001",Columbus Crew,,20,1,cross_checked,high
United States,USA,19,FW,Haji Wright,Haji,Wright,WRIGHT,"March 27, 1998",Coventry City,,20,7,cross_checked,high
United States,USA,20,FW,Folarin Balogun,Folarin,Balogun,BALOGUN,"July 3, 2001",Monaco,,27,9,cross_checked,high
United States,USA,21,FW,Timothy Weah,Timothy,Weah,WEAH,"February 22, 2000",Marseille,,51,7,cross_checked,high
United States,USA,22,DF,Mark McKenzie,Mark,McKenzie,MCKENZIE,"February 25, 1999",Toulouse,,29,0,cross_checked,high
United States,USA,23,DF,Joe Scally,Joe,Scally,SCALLY,"December 31, 2002",Borussia Mönchengladbach,,26,0,cross_checked,high
United States,USA,24,GK,Matt Freese,Matt,Freese,FREESE,"September 2, 1998",New York City FC,,15,0,cross_checked,high
United States,USA,25,GK,Chris Brady,Chris,Brady,BRADY,"March 3, 2004",Chicago Fire FC,,1,0,cross_checked,high
United States,USA,26,FW,Alejandro Zendejas,Alejandro,Zendejas,ZENDEJAS,"February 7, 1998",América,,14,2,cross_checked,high
Curaçao,CUW,1,GK,Eloy Room,Eloy,Room,ROOM,"February 6, 1989",Miami FC,,71,0,cross_checked,high
Curaçao,CUW,2,DF,Shurandy Sambo,Shurandy,Sambo,SAMBO,"August 19, 2001",Sparta Rotterdam,,8,0,cross_checked,high
Curaçao,CUW,3,DF,Juriën Gaari,Juriën,Gaari,GAARI,"December 23, 1993",Abha,,60,1,cross_checked,high
Curaçao,CUW,4,DF,Roshon van Eijma,Roshon van,Eijma,EIJMA,"June 9, 1998",RKC Waalwijk,,28,1,cross_checked,high
Curaçao,CUW,5,DF,Sherel Floranus,Sherel,Floranus,FLORANUS,"August 23, 1998",PEC Zwolle,,28,0,cross_checked,high
Curaçao,CUW,6,MF,Godfried Roemeratoe,Godfried,Roemeratoe,ROEMERATOE,"August 19, 1999",RKC Waalwijk,,28,1,cross_checked,high
Curaçao,CUW,7,MF,Juninho Bacuna,Juninho,Bacuna,BACUNA,"August 7, 1997",Volendam,,49,15,cross_checked,high
Curaçao,CUW,8,MF,Livano Comenencia,Livano,Comenencia,COMENENCIA,"February 3, 2004",Zürich,,20,2,cross_checked,high
Curaçao,CUW,9,FW,Jürgen Locadia,Jürgen,Locadia,LOCADIA,"November 7, 1993",Miami FC,,13,1,cross_checked,high
Curaçao,CUW,10,MF,Leandro Bacuna,Leandro,Bacuna,BACUNA,"August 21, 1991",Iğdır,,72,16,cross_checked,high
Curaçao,CUW,11,FW,Jeremy Antonisse,Jeremy,Antonisse,ANTONISSE,"March 29, 2002",Kifisia,,27,4,cross_checked,high
Curaçao,CUW,12,FW,Sontje Hansen,Sontje,Hansen,HANSEN,"May 18, 2002",Middlesbrough,,6,1,cross_checked,high
Curaçao,CUW,13,FW,Tyrese Noslin,Tyrese,Noslin,NOSLIN,"September 11, 2002",Telstar,,7,1,cross_checked,high
Curaçao,CUW,14,FW,Kenji Gorré,Kenji,Gorré,GORRÉ,"September 29, 1994",Maccabi Haifa,,38,6,cross_checked,high
Curaçao,CUW,15,MF,Ar'jany Martha,Ar'jany,Martha,MARTHA,"September 4, 2003",Rotherham United,,9,2,cross_checked,high
Curaçao,CUW,16,FW,Jearl Margaritha,Jearl,Margaritha,MARGARITHA,"April 10, 2000",Beveren,,22,5,cross_checked,high
Curaçao,CUW,17,FW,Brandley Kuwas,Brandley,Kuwas,KUWAS,"September 19, 1992",Volendam,,35,2,cross_checked,high
Curaçao,CUW,18,DF,Armando Obispo,Armando,Obispo,OBISPO,"March 5, 1999",PSV Eindhoven,,6,0,cross_checked,high
Curaçao,CUW,19,FW,Gervane Kastaneer,Gervane,Kastaneer,KASTANEER,"June 9, 1996",Terengganu,,29,9,cross_checked,high
Curaçao,CUW,20,DF,Joshua Brenet,Joshua,Brenet,BRENET,"March 20, 1994",Kayserispor,,18,2,cross_checked,high
Curaçao,CUW,21,MF,Tahith Chong,Tahith,Chong,CHONG,"December 4, 1999",Sheffield United,,6,3,cross_checked,high
Curaçao,CUW,22,MF,Kevin Felida,Kevin,Felida,FELIDA,"November 11, 1999",Den Bosch,,19,1,cross_checked,high
Curaçao,CUW,23,DF,Riechedly Bazoer,Riechedly,Bazoer,BAZOER,"October 12, 1996",Konyaspor,,5,0,cross_checked,high
Curaçao,CUW,24,DF,Deveron Fonville,Deveron,Fonville,FONVILLE,"May 16, 2003",NEC,,2,0,cross_checked,high
Curaçao,CUW,25,GK,Tyrick Bodak,Tyrick,Bodak,BODAK,"May 15, 2002",Telstar,,4,0,cross_checked,high
Curaçao,CUW,26,GK,Trevor Doornbusch,Trevor,Doornbusch,DOORNBUSCH,"July 6, 1999",VVV-Venlo,,8,0,cross_checked,high
Ecuador,ECU,1,GK,Hernán Galíndez,Hernán,Galíndez,GALÍNDEZ,"March 30, 1987",Huracán,,35,0,cross_checked,high
Ecuador,ECU,2,DF,Félix Torres,Félix,Torres,TORRES,"January 11, 1997",Internacional,,49,5,cross_checked,high
Ecuador,ECU,3,DF,Piero Hincapié,Piero,Hincapié,HINCAPIÉ,"January 9, 2002",Arsenal,,52,3,cross_checked,high
Ecuador,ECU,4,DF,Joel Ordóñez,Joel,Ordóñez,ORDÓÑEZ,"April 21, 2004",Club Brugge,,17,0,cross_checked,high
Ecuador,ECU,5,MF,Jordy Alcívar,Jordy,Alcívar,ALCÍVAR,"August 5, 1999",Independiente del Valle,,11,1,cross_checked,high
Ecuador,ECU,6,DF,Willian Pacho,Willian,Pacho,PACHO,"October 16, 2001",Paris Saint-Germain,,34,2,cross_checked,high
Ecuador,ECU,7,DF,Pervis Estupiñán,Pervis,Estupiñán,ESTUPIÑÁN,"January 21, 1998",Milan,,54,5,cross_checked,high
Ecuador,ECU,8,MF,Anthony Valencia,Anthony,Valencia,VALENCIA,"July 21, 2003",Antwerp,,3,1,cross_checked,high
Ecuador,ECU,9,FW,John Yeboah,John,Yeboah,YEBOAH,"June 23, 2000",Venezia,,23,3,cross_checked,high
Ecuador,ECU,10,MF,Kendry Páez,Kendry,Páez,PÁEZ,"May 4, 2007",River Plate,,26,2,cross_checked,high
Ecuador,ECU,11,FW,Kevin Rodríguez,Kevin,Rodríguez,RODRÍGUEZ,"March 4, 2000",Union Saint-Gilloise,,31,2,cross_checked,high
Ecuador,ECU,12,GK,Moisés Ramírez,Moisés,Ramírez,RAMÍREZ,"September 9, 2000",Kifisia,,7,0,cross_checked,high
Ecuador,ECU,13,FW,Enner Valencia,Enner,Valencia,VALENCIA,"November 4, 1989",Pachuca,,105,49,cross_checked,high
Ecuador,ECU,14,MF,Alan Minda,Alan,Minda,MINDA,"May 14, 2003",Atlético Mineiro,,20,2,cross_checked,high
Ecuador,ECU,15,MF,Pedro Vite,Pedro,Vite,VITE,"March 9, 2002",Pumas,,17,1,cross_checked,high
Ecuador,ECU,16,FW,Jordy Caicedo,Jordy,Caicedo,CAICEDO,"November 18, 1997",Huracán,,20,4,cross_checked,high
Ecuador,ECU,17,DF,Ángelo Preciado,Ángelo,Preciado,PRECIADO,"February 18, 1998",Atlético Mineiro,,55,0,cross_checked,high
Ecuador,ECU,18,MF,Denil Castillo,Denil,Castillo,CASTILLO,"March 24, 2004",Midtjylland,,5,0,cross_checked,high
Ecuador,ECU,19,FW,Gonzalo Plata,Gonzalo,Plata,PLATA,"November 1, 2000",Flamengo,,50,8,cross_checked,high
Ecuador,ECU,20,FW,Nilson Angulo,Nilson,Angulo,ANGULO,"June 19, 2003",Sunderland,,14,2,cross_checked,high
Ecuador,ECU,21,MF,Alan Franco,Alan,Franco,FRANCO,"August 21, 1998",Atlético Mineiro,,58,1,cross_checked,high
Ecuador,ECU,22,GK,Gonzalo Valle,Gonzalo,Valle,VALLE,"February 28, 1996",LDU Quito,,4,0,cross_checked,high
Ecuador,ECU,23,MF,Moisés Caicedo,Moisés,Caicedo,CAICEDO,"November 2, 2001",Chelsea,,61,3,cross_checked,high
Ecuador,ECU,24,FW,Jeremy Arévalo,Jeremy,Arévalo,ARÉVALO,"March 19, 2005",VfB Stuttgart,,4,0,cross_checked,high
Ecuador,ECU,25,DF,Jackson Porozo,Jackson,Porozo,POROZO,"August 4, 2000",Tijuana,,10,1,cross_checked,high
Ecuador,ECU,26,DF,Yaimar Medina,Yaimar,Medina,MEDINA,"November 5, 2004",Genk,,6,0,cross_checked,high
Germany,GER,1,GK,Manuel Neuer,Manuel,Neuer,NEUER,"March 27, 1986",Bayern Munich,,124,0,cross_checked,high
Germany,GER,2,DF,Antonio Rüdiger,Antonio,Rüdiger,RÜDIGER,"March 3, 1993",Real Madrid,,82,3,cross_checked,high
Germany,GER,3,DF,Waldemar Anton,Waldemar,Anton,ANTON,"July 20, 1996",Borussia Dortmund,,13,0,cross_checked,high
Germany,GER,4,DF,Jonathan Tah,Jonathan,Tah,TAH,"February 11, 1996",Bayern Munich,,47,1,cross_checked,high
Germany,GER,5,MF,Aleksandar Pavlović,Aleksandar,Pavlović,PAVLOVIĆ,"May 3, 2004",Bayern Munich,,11,1,cross_checked,high
Germany,GER,6,DF,Joshua Kimmich,Joshua,Kimmich,KIMMICH,"February 8, 1995",Bayern Munich,,110,10,cross_checked,high
Germany,GER,7,FW,Kai Havertz,Kai,Havertz,HAVERTZ,"June 11, 1999",Arsenal,,58,22,cross_checked,high
Germany,GER,8,MF,Leon Goretzka,Leon,Goretzka,GORETZKA,"February 6, 1995",Bayern Munich,,70,15,cross_checked,high
Germany,GER,9,MF,Jamie Leweling,Jamie,Leweling,LEWELING,"February 26, 2001",VfB Stuttgart,,5,1,cross_checked,high
Germany,GER,10,MF,Jamal Musiala,Jamal,Musiala,MUSIALA,"February 26, 2003",Bayern Munich,,42,9,cross_checked,high
Germany,GER,11,FW,Nick Woltemade,Nick,Woltemade,WOLTEMADE,"February 14, 2002",Newcastle United,,11,4,cross_checked,high
Germany,GER,12,GK,Oliver Baumann,Oliver,Baumann,BAUMANN,"June 2, 1990",TSG Hoffenheim,,13,0,cross_checked,high
Germany,GER,13,MF,Pascal Groß,Pascal,Groß,GROSS,"June 15, 1991",Brighton & Hove Albion,,18,1,cross_checked,high
Germany,GER,14,FW,Maximilian Beier,Maximilian,Beier,BEIER,"October 17, 2002",Borussia Dortmund,,9,0,cross_checked,high
Germany,GER,15,DF,Nico Schlotterbeck,Nico,Schlotterbeck,SCHLOTTERBECK,"December 1, 1999",Borussia Dortmund,,27,0,cross_checked,high
Germany,GER,16,MF,Angelo Stiller,Angelo,Stiller,STILLER,"April 4, 2001",VfB Stuttgart,,8,0,cross_checked,high
Germany,GER,17,MF,Florian Wirtz,Florian,Wirtz,WIRTZ,"May 3, 2003",Liverpool,,41,11,cross_checked,high
Germany,GER,18,DF,Nathaniel Brown,Nathaniel,Brown,BROWN,"June 16, 2003",Eintracht Frankfurt,,5,0,cross_checked,high
Germany,GER,19,MF,Leroy Sané,Leroy,Sané,SANÉ,"January 11, 1996",Galatasaray,,76,17,cross_checked,high
Germany,GER,20,MF,Nadiem Amiri,Nadiem,Amiri,AMIRI,"October 27, 1996",Mainz 05,,11,1,cross_checked,high
Germany,GER,21,GK,Alexander Nübel,Alexander,Nübel,NÜBEL,"September 30, 1996",VfB Stuttgart,,3,0,cross_checked,high
Germany,GER,22,DF,David Raum,David,Raum,RAUM,"April 22, 1998",RB Leipzig,,37,1,cross_checked,high
Germany,GER,23,MF,Felix Nmecha,Felix,Nmecha,NMECHA,"October 10, 2000",Borussia Dortmund,,8,1,cross_checked,high
Germany,GER,24,DF,Malick Thiaw,Malick,Thiaw,THIAW,"August 8, 2001",Newcastle United,,5,0,cross_checked,high
Germany,GER,25,MF,Assan Ouédraogo,Assan,Ouédraogo,OUÉDRAOGO,"May 9, 2006",RB Leipzig,,1,1,cross_checked,high
Germany,GER,26,FW,Deniz Undav,Deniz,Undav,UNDAV,"July 19, 1996",VfB Stuttgart,,9,6,cross_checked,high
Côte d'Ivoire,CIV,1,GK,Yahia Fofana,Yahia,Fofana,FOFANA,"August 21, 2000",Çaykur Rizespor,,35,0,cross_checked,high
Côte d'Ivoire,CIV,2,DF,Ousmane Diomande,Ousmane,Diomande,DIOMANDE,"December 4, 2003",Sporting CP,,15,1,cross_checked,high
Côte d'Ivoire,CIV,3,DF,Ghislain Konan,Ghislain,Konan,KONAN,"December 27, 1995",Gil Vicente,,54,0,cross_checked,high
Côte d'Ivoire,CIV,4,MF,Jean Michaël Seri,Jean Michaël,Seri,SERI,"July 19, 1991",Maribor,,65,4,cross_checked,high
Côte d'Ivoire,CIV,5,DF,Wilfried Singo,Wilfried,Singo,SINGO,"December 25, 2000",Galatasaray,,34,1,cross_checked,high
Côte d'Ivoire,CIV,6,MF,Seko Fofana,Seko,Fofana,FOFANA,"May 7, 1995",Porto,,32,7,cross_checked,high
Côte d'Ivoire,CIV,7,DF,Odilon Kossounou,Odilon,Kossounou,KOSSOUNOU,"January 4, 2001",Atalanta,,35,0,cross_checked,high
Côte d'Ivoire,CIV,8,MF,Franck Kessié,Franck,Kessié,KESSIÉ,"December 19, 1996",Al-Ahli,,103,15,cross_checked,high
Côte d'Ivoire,CIV,9,FW,Ange-Yoan Bonny,Ange-Yoan,Bonny,BONNY,"October 25, 2003",Inter Milan,,1,0,cross_checked,high
Côte d'Ivoire,CIV,10,FW,Simon Adingra,Simon,Adingra,ADINGRA,"January 1, 2002",Monaco,,29,5,cross_checked,high
Côte d'Ivoire,CIV,11,FW,Yan Diomande,Yan,Diomande,DIOMANDE,"November 14, 2006",RB Leipzig,,10,3,cross_checked,high
Côte d'Ivoire,CIV,12,FW,Elye Wahi,Elye,Wahi,WAHI,"January 2, 2003",Nice,,2,0,cross_checked,high
Côte d'Ivoire,CIV,13,DF,Christopher Opéri,Christopher,Opéri,OPÉRI,"April 29, 1997",İstanbul Başakşehir,,12,0,cross_checked,high
Côte d'Ivoire,CIV,14,FW,Oumar Diakité,Oumar,Diakité,DIAKITÉ,"December 20, 2003",Cercle Brugge,,29,6,cross_checked,high
Côte d'Ivoire,CIV,15,FW,Amad Diallo,Amad,Diallo,DIALLO,"July 11, 2002",Manchester United,,19,6,cross_checked,high
Côte d'Ivoire,CIV,16,GK,Mohamed Koné,Mohamed,Koné,KONÉ,"March 7, 2002",Charleroi,,0,0,cross_checked,high
Côte d'Ivoire,CIV,17,DF,Guéla Doué,Guéla,Doué,DOUÉ,"October 17, 2002",Strasbourg,,20,3,cross_checked,high
Côte d'Ivoire,CIV,18,MF,Ibrahim Sangaré,Ibrahim,Sangaré,SANGARÉ,"December 2, 1997",Nottingham Forest,,58,12,cross_checked,high
Côte d'Ivoire,CIV,19,FW,Nicolas Pépé,Nicolas,Pépé,PÉPÉ,"May 29, 1995",Villarreal,,55,12,cross_checked,high
Côte d'Ivoire,CIV,20,DF,Emmanuel Agbadou,Emmanuel,Agbadou,AGBADOU,"June 17, 1997",Beşiktaş,,20,2,cross_checked,high
Côte d'Ivoire,CIV,21,DF,Evan Ndicka,Evan,Ndicka,NDICKA,"August 20, 1999",Roma,,28,0,cross_checked,high
Côte d'Ivoire,CIV,22,FW,Evann Guessand,Evann,Guessand,GUESSAND,"July 1, 2001",Crystal Palace,,21,4,cross_checked,high
Côte d'Ivoire,CIV,23,GK,Alban Lafont,Alban,Lafont,LAFONT,"January 23, 1999",Panathinaikos,,4,0,cross_checked,high
Côte d'Ivoire,CIV,24,FW,Bazoumana Touré,Bazoumana,Touré,TOURÉ,"March 2, 2006",TSG Hoffenheim,,6,2,cross_checked,high
Côte d'Ivoire,CIV,25,MF,Parfait Guiagon,Parfait,Guiagon,GUIAGON,"February 22, 2001",Charleroi,,5,0,cross_checked,high
Côte d'Ivoire,CIV,26,MF,Christ Inao Oulaï,Christ Inao,Oulaï,OULAÏ,"April 6, 2006",Trabzonspor,,9,0,cross_checked,high
Japan,JPN,1,GK,Zion Suzuki,Zion,Suzuki,SUZUKI,"August 21, 2002",Parma,,24,0,cross_checked,high
Japan,JPN,2,DF,Yukinari Sugawara,Yukinari,Sugawara,SUGAWARA,"June 28, 2000",Werder Bremen,,21,2,cross_checked,high
Japan,JPN,3,DF,Shōgo Taniguchi,Shōgo,Taniguchi,TANIGUCHI,"July 15, 1991",Sint-Truiden,,38,1,cross_checked,high
Japan,JPN,4,DF,Kō Itakura,Kō,Itakura,ITAKURA,"January 27, 1997",Ajax,,40,2,cross_checked,high
Japan,JPN,5,DF,Yūto Nagatomo,Yūto,Nagatomo,NAGATOMO,"September 12, 1986",FC Tokyo,,145,4,cross_checked,high
Japan,JPN,6,FW,Shuto Machino,Shuto,Machino,MACHINO,"September 30, 1999",Borussia Mönchengladbach,,14,5,cross_checked,high
Japan,JPN,7,MF,Ao Tanaka,Ao,Tanaka,TANAKA,"September 10, 1998",Leeds United,,38,8,cross_checked,high
Japan,JPN,8,MF,Takefusa Kubo,Takefusa,Kubo,KUBO,"June 4, 2001",Real Sociedad,,49,7,cross_checked,high
Japan,JPN,9,FW,Keisuke Gotō,Keisuke,Gotō,GOTŌ,"June 3, 2005",Sint-Truiden,,4,0,cross_checked,high
Japan,JPN,10,MF,Ritsu Dōan,Ritsu,Dōan,DŌAN,"June 16, 1998",Eintracht Frankfurt,,65,11,cross_checked,high
Japan,JPN,11,MF,Daizen Maeda,Daizen,Maeda,MAEDA,"October 20, 1997",Celtic,,27,4,cross_checked,high
Japan,JPN,12,GK,Keisuke Ōsako,Keisuke,Ōsako,ŌSAKO,"July 28, 1999",Sanfrecce Hiroshima,,11,0,cross_checked,high
Japan,JPN,13,MF,Keito Nakamura,Keito,Nakamura,NAKAMURA,"July 28, 2000",Reims,,25,10,cross_checked,high
Japan,JPN,14,MF,Junya Itō,Junya,Itō,ITŌ,"March 9, 1993",Genk,,69,15,cross_checked,high
Japan,JPN,15,MF,Daichi Kamada,Daichi,Kamada,KAMADA,"August 5, 1996",Crystal Palace,,49,12,cross_checked,high
Japan,JPN,16,DF,Tsuyoshi Watanabe,Tsuyoshi,Watanabe,WATANABE,"February 5, 1997",Feyenoord,,11,0,cross_checked,high
Japan,JPN,17,MF,Yuito Suzuki,Yuito,Suzuki,SUZUKI,"October 25, 2001",SC Freiburg,,6,0,cross_checked,high
Japan,JPN,18,FW,Ayase Ueda,Ayase,Ueda,UEDA,"August 28, 1998",Feyenoord,,39,16,cross_checked,high
Japan,JPN,19,FW,Kōki Ogawa,Kōki,Ogawa,OGAWA,"August 8, 1997",NEC,,15,11,cross_checked,high
Japan,JPN,20,DF,Ayumu Seko,Ayumu,Seko,SEKO,"June 7, 2000",Le Havre,,14,0,cross_checked,high
Japan,JPN,21,DF,Hiroki Itō,Hiroki,Itō,ITŌ,"May 12, 1999",Bayern Munich,,24,1,cross_checked,high
Japan,JPN,22,DF,Takehiro Tomiyasu,Takehiro,Tomiyasu,TOMIYASU,"November 5, 1998",Ajax,,43,1,cross_checked,high
Japan,JPN,23,GK,Tomoki Hayakawa,Tomoki,Hayakawa,HAYAKAWA,"March 3, 1999",Kashima Antlers,,4,0,cross_checked,high
Japan,JPN,24,MF,Kaishū Sano,Kaishū,Sano,SANO,"December 30, 2000",Mainz 05,,13,0,cross_checked,high
Japan,JPN,25,DF,Junnosuke Suzuki,Junnosuke,Suzuki,SUZUKI,"July 12, 2003",Copenhagen,,6,0,cross_checked,high
Japan,JPN,26,FW,Kento Shiogai,Kento,Shiogai,SHIOGAI,"March 26, 2005",VfL Wolfsburg,,2,0,cross_checked,high
Netherlands,NED,1,GK,Bart Verbruggen,Bart,Verbruggen,VERBRUGGEN,"August 18, 2002",Brighton & Hove Albion,,29,0,cross_checked,high
Netherlands,NED,2,DF,Lutsharel Geertruida,Lutsharel,Geertruida,GEERTRUIDA,"July 18, 2000",Sunderland,,21,0,cross_checked,high
Netherlands,NED,3,MF,Marten de Roon,Marten de,Roon,ROON,"March 29, 1991",Atalanta,,43,1,cross_checked,high
Netherlands,NED,4,DF,Virgil van Dijk,Virgil van,Dijk,DIJK,"July 8, 1991",Liverpool,,92,12,cross_checked,high
Netherlands,NED,5,DF,Nathan Aké,Nathan,Aké,AKÉ,"February 18, 1995",Manchester City,,59,5,cross_checked,high
Netherlands,NED,6,DF,Jan Paul van Hecke,Jan Paul van,Hecke,HECKE,"June 8, 2000",Brighton & Hove Albion,,12,0,cross_checked,high
Netherlands,NED,7,MF,Justin Kluivert,Justin,Kluivert,KLUIVERT,"May 5, 1999",Bournemouth,,12,0,cross_checked,high
Netherlands,NED,8,MF,Ryan Gravenberch,Ryan,Gravenberch,GRAVENBERCH,"May 16, 2002",Liverpool,,27,1,cross_checked,high
Netherlands,NED,9,FW,Wout Weghorst,Wout,Weghorst,WEGHORST,"August 7, 1992",Ajax,,52,14,cross_checked,high
Netherlands,NED,10,FW,Memphis Depay,Memphis,Depay,DEPAY,"February 13, 1994",Corinthians,,109,55,cross_checked,high
Netherlands,NED,11,FW,Cody Gakpo,Cody,Gakpo,GAKPO,"May 7, 1999",Liverpool,,50,21,cross_checked,high
Netherlands,NED,12,DF,Mats Wieffer,Mats,Wieffer,WIEFFER,"November 16, 1999",Brighton & Hove Albion,,15,1,cross_checked,high
Netherlands,NED,13,GK,Robin Roefs,Robin,Roefs,ROEFS,"January 17, 2003",Sunderland,,1,0,cross_checked,high
Netherlands,NED,14,MF,Tijjani Reijnders,Tijjani,Reijnders,REIJNDERS,"July 29, 1998",Manchester City,,32,7,cross_checked,high
Netherlands,NED,15,DF,Micky van de Ven,Micky van de,Ven,VEN,"April 19, 2001",Tottenham Hotspur,,21,1,cross_checked,high
Netherlands,NED,16,MF,Guus Til,Guus,Til,TIL,"December 22, 1997",PSV Eindhoven,,7,1,cross_checked,high
Netherlands,NED,17,FW,Noa Lang,Noa,Lang,LANG,"June 17, 1999",Galatasaray,,15,3,cross_checked,high
Netherlands,NED,18,FW,Donyell Malen,Donyell,Malen,MALEN,"January 19, 1999",Roma,,53,13,cross_checked,high
Netherlands,NED,19,FW,Brian Brobbey,Brian,Brobbey,BROBBEY,"February 1, 2002",Sunderland,,12,1,cross_checked,high
Netherlands,NED,20,MF,Teun Koopmeiners,Teun,Koopmeiners,KOOPMEINERS,"February 28, 1998",Juventus,,28,3,cross_checked,high
Netherlands,NED,21,MF,Frenkie de Jong,Frenkie de,Jong,JONG,"May 12, 1997",Barcelona,,66,2,cross_checked,high
Netherlands,NED,22,DF,Denzel Dumfries,Denzel,Dumfries,DUMFRIES,"April 18, 1996",Inter Milan,,72,11,cross_checked,high
Netherlands,NED,23,GK,Mark Flekken,Mark,Flekken,FLEKKEN,"June 13, 1993",Bayer Leverkusen,,12,0,cross_checked,high
Netherlands,NED,24,FW,Crysencio Summerville,Crysencio,Summerville,SUMMERVILLE,"October 30, 2001",West Ham United,,2,0,cross_checked,high
Netherlands,NED,25,DF,Jorrel Hato,Jorrel,Hato,HATO,"March 7, 2006",Chelsea,,8,0,cross_checked,high
Netherlands,NED,26,MF,Quinten Timber,Quinten,Timber,TIMBER,"June 17, 2001",Marseille,,11,1,cross_checked,high
Sweden,SWE,1,GK,Jacob Widell Zetterström,Jacob Widell,Zetterström,ZETTERSTRÖM,"July 11, 1998",Derby County,,3,0,cross_checked,high
Sweden,SWE,2,DF,Gustaf Lagerbielke,Gustaf,Lagerbielke,LAGERBIELKE,"April 10, 2000",Braga,,11,2,cross_checked,high
Sweden,SWE,3,DF,Victor Lindelöf,Victor,Lindelöf,LINDELÖF,"July 17, 1994",Aston Villa,,76,3,cross_checked,high
Sweden,SWE,4,DF,Isak Hien,Isak,Hien,HIEN,"January 13, 1999",Atalanta,,29,0,cross_checked,high
Sweden,SWE,5,DF,Gabriel Gudmundsson,Gabriel,Gudmundsson,GUDMUNDSSON,"April 29, 1999",Leeds United,,24,0,cross_checked,high
Sweden,SWE,6,DF,Herman Johansson,Herman,Johansson,JOHANSSON,"October 16, 1997",FC Dallas,,3,0,cross_checked,high
Sweden,SWE,7,MF,Lucas Bergvall,Lucas,Bergvall,BERGVALL,"February 2, 2006",Tottenham Hotspur,,10,0,cross_checked,high
Sweden,SWE,8,DF,Daniel Svensson,Daniel,Svensson,SVENSSON,"February 12, 2002",Borussia Dortmund,,13,0,cross_checked,high
Sweden,SWE,9,FW,Alexander Isak,Alexander,Isak,ISAK,"September 21, 1999",Liverpool,,58,17,cross_checked,high
Sweden,SWE,10,MF,Benjamin Nygren,Benjamin,Nygren,NYGREN,"July 8, 2001",Celtic,,11,3,cross_checked,high
Sweden,SWE,11,FW,Anthony Elanga,Anthony,Elanga,ELANGA,"April 27, 2002",Newcastle United,,30,6,cross_checked,high
Sweden,SWE,12,GK,Viktor Johansson,Viktor,Johansson,JOHANSSON,"September 14, 1998",Stoke City,,12,0,cross_checked,high
Sweden,SWE,13,MF,Ken Sema,Ken,Sema,SEMA,"September 30, 1993",Pafos,,33,5,cross_checked,high
Sweden,SWE,14,DF,Hjalmar Ekdal,Hjalmar,Ekdal,EKDAL,"October 21, 1998",Burnley,,13,0,cross_checked,high
Sweden,SWE,15,DF,Carl Starfelt,Carl,Starfelt,STARFELT,"June 1, 1995",Celta Vigo,,18,0,cross_checked,high
